"X" "Y"
"1" 11.8037560768475 1.97561116921336
"2" 6.45551979797475 3.46019087397209
"3" 7.30474679526482 1.30065388297916
"4" 9.70445584574722 3.19631658462403
"5" 12.8053140131297 1.11288341930699
"6" 7.60331293921479 3.16681285845342
"7" 6.82241456911519 2.69377227825381
"8" 10.9570342765147 0.840955990710427
"9" 11.1916916458926 3.42816306314933
"10" 9.76931322507089 1.18736117441794
"11" 11.0464470128959 2.04095887815299
"12" 11.8355974355462 1.87182382451291
"13" 10.0517368073664 5.11142015318161
"14" 11.2363870249233 1.65187500582016
"15" 14.0281156931144 4.70284595295555
"16" 13.5789203803084 2.89495500694951
"17" 11.3096360400985 1.92158390701802
"18" 14.0393670833765 4.10832430421694
"19" 9.69850885037371 3.54794085378359
"20" 13.6033955330088 4.09865721139445
"21" 4.08571530960445 3.85232788891745
"22" 9.55895930485713 2.22210604208046
"23" 9.06833144638788 2.96422292038692
"24" 10.5290613372768 2.73455318025732
"25" 9.55445202773511 3.25603500523873
"26" 5.24755431285481 2.12883517756699
"27" 12.4990807595862 3.48610037663472
"28" 13.1226406778903 4.10500372140666
"29" 11.8033076820589 4.72700358563732
"30" 15.4476284762657 4.78874783533332
"31" 7.51766335198543 3.26046862933306
"32" 7.11498357932819 2.07948481086973
"33" 10.4303748907814 3.97225208376575
"34" 1.76332953371333 2.1612316534592
"35" 4.9178382723542 3.48254684518703
"36" 5.74394869703069 3.43810099161395
"37" 8.7870839053717 3.82119416312083
"38" 9.28315558991077 1.41064760225627
"39" 12.1056204858086 4.33554562941981
"40" 8.36658518841267 3.80584654133845
"41" 6.31210672062286 3.61482627082041
"42" 10.4824325662577 3.57413397290513
"43" 10.5959373021925 3.04864215090419
"44" 12.3749789021304 3.87905859693398
"45" 9.87152783563134 2.79405724690403
"46" 7.2655714430721 3.64923046891956
"47" 12.7706431227361 2.81727583827302
"48" 8.79864458274137 2.05713087718839
"49" 7.25106496085535 3.29606194902032
"50" 12.2403140380375 2.66318218637997
"51" 8.71802059237369 4.39222312143945
"52" 6.34633208109413 3.34044751274234
"53" 10.3060882005753 3.72196063464758
"54" 9.19075657982383 3.19787439032448
"55" 13.4767109835169 3.90134008529306
"56" 7.85262143801373 3.28452450286428
"57" 5.47212580692471 2.97371031110768
"58" 8.25152173353003 3.91299896400085
"59" 12.341092344476 3.20469997591102
"60" 14.3824323684451 3.41449555849818
"61" 9.12754796534303 4.66314220907159
"62" 9.50352717260371 1.94941363218555
"63" 9.70405338897973 3.8144713879752
"64" 18.2557856366565 3.62512162520538
"65" 12.9893390866819 3.02814393472857
"66" 8.64007021214167 1.46744192540187
"67" 12.3587609992347 2.95707915772471
"68" 8.07456393484436 1.30734038409584
"69" 9.70663519318424 1.74311508545502
"70" 13.0839377466936 3.09998322359748
"71" 9.29464704671401 1.58703066965258
"72" 6.64090494857416 2.27916254428118
"73" 14.1604070593995 2.63044240475514
"74" 7.99386694368367 3.95129183758293
"75" 6.41540903802405 2.32313984420353
"76" 13.9245148261864 3.3411943615744
"77" 2.47526301363419 1.84768897391117
"78" 7.86966893538722 2.3404486777604
"79" 14.3101709820369 2.84367091238933
"80" 5.38262968426769 4.18159970275732
"81" 6.06365631169977 3.9055843939034
"82" 10.4601960443846 3.49078671081415
"83" 3.61115237670341 2.09167614790737
"84" 10.0274687947282 3.92669603481454
"85" 13.4985174603321 3.34117543491557
"86" 12.1638524274263 1.64708440678071
"87" 18.3067807422881 3.0452161321055
"88" 5.15323513353799 3.21276440424898
"89" 8.34479273320883 3.1512603133072
"90" 10.4368619938955 3.83575075443428
"91" 9.87345320640908 4.24373564023053
"92" 8.49945083643706 3.46738983848994
"93" 13.5300815223111 2.70987192236396
"94" 8.90395378445774 2.99899324937411
"95" 10.2251658804364 2.97239140241312
"96" 10.0273196318818 3.61471293832314
"97" 10.5420380623223 3.78600934613579
"98" 11.443337854999 3.81072934628426
"99" 11.1558823987509 NA
"100" 8.5132867906522 1.37470502902597
